SST(°C) mean stdv
17.530000 0.620907 0.060725
17.540000 0.621232 0.060832
17.550000 0.621557 0.060936
17.560000 0.621883 0.060741
17.570000 0.622209 0.060717
17.580000 0.622535 0.060800
17.590000 0.622861 0.060878
17.600000 0.623188 0.060852
17.610000 0.623514 0.060722
17.620000 0.623841 0.060777
17.630000 0.624169 0.060826
17.640000 0.624496 0.060711
17.650000 0.624824 0.060473
17.660000 0.625152 0.060457
17.670000 0.625480 0.060384
17.680000 0.625808 0.060160
17.690000 0.626137 0.060005
17.700000 0.626466 0.059997
17.710000 0.626795 0.059979
17.720000 0.627124 0.059937
17.730000 0.627454 0.059875
17.740000 0.627783 0.059728
17.750000 0.628113 0.059532
17.760000 0.628444 0.059471
17.770000 0.628774 0.059405
17.780000 0.629105 0.059328
17.790000 0.629436 0.059240
17.800000 0.629767 0.059142
17.810000 0.630098 0.059033
17.820000 0.630430 0.058887
17.830000 0.630761 0.058722
17.840000 0.631094 0.058584
17.850000 0.631426 0.058429
17.860000 0.631758 0.058269
17.870000 0.632091 0.058103
17.880000 0.632424 0.057932
17.890000 0.632757 0.057775
17.900000 0.633091 0.057588
17.910000 0.633424 0.057426
17.920000 0.633758 0.057240
17.930000 0.634092 0.057066
17.940000 0.634427 0.056974
17.950000 0.634761 0.056805
17.960000 0.635096 0.056587
17.970000 0.635431 0.056358
17.980000 0.635767 0.056136
17.990000 0.636102 0.056033
18.000000 0.636438 0.055987
18.010000 0.636774 0.055753
18.020000 0.637110 0.055511
18.030000 0.637447 0.055275
18.040000 0.637783 0.055060
18.050000 0.638120 0.054815
18.060000 0.638457 0.054711
18.070000 0.638795 0.054492
18.080000 0.639132 0.054322
18.090000 0.639470 0.054173
18.100000 0.639808 0.054268
18.110000 0.640147 0.054324
18.120000 0.640485 0.054190
18.130000 0.640824 0.054190
18.140000 0.641163 0.054206
18.150000 0.641502 0.054182
18.160000 0.641842 0.054130
18.170000 0.642181 0.054137
18.180000 0.642521 0.054122
18.190000 0.642861 0.054136
18.200000 0.643202 0.054168
18.210000 0.643542 0.054191
18.220000 0.643883 0.054295
18.230000 0.644224 0.054343
18.240000 0.644566 0.054489
18.250000 0.644907 0.054516
18.260000 0.645249 0.054305
18.270000 0.645591 0.054217
18.280000 0.645933 0.054173
18.290000 0.646276 0.054101
18.300000 0.646618 0.054081
18.310000 0.646961 0.054128
18.320000 0.647304 0.054186
18.330000 0.647648 0.054206
18.340000 0.647991 0.054370
18.350000 0.648335 0.054353
18.360000 0.648679 0.054570
18.370000 0.649024 0.054608
18.380000 0.649368 0.054836
18.390000 0.649713 0.054935
18.400000 0.650058 0.054855
18.410000 0.650403 0.055137
18.420000 0.650749 0.055439
18.430000 0.651094 0.055787
18.440000 0.651440 0.056122
18.450000 0.651786 0.056248
18.460000 0.652133 0.056580
18.470000 0.652479 0.056720
18.480000 0.652826 0.057049
18.490000 0.653173 0.057432
18.500000 0.653521 0.057774
18.510000 0.653868 0.058133
18.520000 0.654216 0.058488
18.530000 0.654564 0.058819
18.540000 0.654912 0.059096
18.550000 0.655260 0.059412
18.560000 0.655609 0.059608
18.570000 0.655958 0.059784
18.580000 0.656307 0.060074
18.590000 0.656656 0.060334
18.600000 0.657006 0.060609
18.610000 0.657356 0.060863
18.620000 0.657706 0.061098
18.630000 0.658056 0.061321
18.640000 0.658406 0.061553
18.650000 0.658757 0.061773
18.660000 0.659108 0.062002
18.670000 0.659459 0.062217
18.680000 0.659811 0.062480
18.690000 0.660162 0.062689
18.700000 0.660514 0.062995
18.710000 0.660866 0.063216
18.720000 0.661218 0.063525
18.730000 0.661571 0.063836
18.740000 0.661923 0.064012
18.750000 0.662276 0.064376
18.760000 0.662629 0.064746
18.770000 0.662983 0.064942
18.780000 0.663336 0.065003
18.790000 0.663690 0.065365
18.800000 0.664044 0.065596
18.810000 0.664399 0.065857
18.820000 0.664753 0.066082
18.830000 0.665108 0.066187
18.840000 0.665463 0.066557
18.850000 0.665818 0.066795
18.860000 0.666173 0.067014
18.870000 0.666529 0.067358
18.880000 0.666884 0.067545
18.890000 0.667240 0.067858
18.900000 0.667597 0.068006
18.910000 0.667953 0.068269
18.920000 0.668310 0.068238
18.930000 0.668667 0.068183
18.940000 0.669024 0.068163
18.950000 0.669381 0.068072
18.960000 0.669739 0.067967
18.970000 0.670096 0.068013
18.980000 0.670454 0.068026
18.990000 0.670812 0.068148
19.000000 0.671171 0.068340
19.010000 0.671529 0.068200
19.020000 0.671888 0.068361
19.030000 0.672247 0.068311
19.040000 0.672607 0.068433
19.050000 0.672966 0.068622
19.060000 0.673326 0.068507
19.070000 0.673686 0.068702
19.080000 0.674046 0.068886
19.090000 0.674406 0.068867
19.100000 0.674766 0.068674
19.110000 0.675127 0.068759
19.120000 0.675488 0.068655
19.130000 0.675849 0.068458
19.140000 0.676211 0.068270
19.150000 0.676572 0.068093
19.160000 0.676934 0.067935
19.170000 0.677296 0.068026
19.180000 0.677658 0.068103
19.190000 0.678020 0.068165
19.200000 0.678383 0.068123
19.210000 0.678746 0.068002
19.220000 0.679109 0.067974
19.230000 0.679472 0.067805
19.240000 0.679835 0.067657
19.250000 0.680199 0.067556
19.260000 0.680563 0.067440
19.270000 0.680927 0.067360
19.280000 0.681291 0.067282
19.290000 0.681655 0.067209
19.300000 0.682020 0.067164
19.310000 0.682385 0.067116
19.320000 0.682750 0.067069
19.330000 0.683115 0.067027
19.340000 0.683481 0.067001
19.350000 0.683846 0.066940
19.360000 0.684212 0.066859
19.370000 0.684578 0.066757
19.380000 0.684944 0.066711
19.390000 0.685311 0.066658
19.400000 0.685677 0.066681
19.410000 0.686044 0.066560
19.420000 0.686411 0.066466
19.430000 0.686778 0.066519
19.440000 0.687145 0.066524
19.450000 0.687513 0.066554
19.460000 0.687881 0.066420
19.470000 0.688249 0.066271
19.480000 0.688617 0.066242
19.490000 0.688985 0.066352
19.500000 0.689354 0.066426
19.510000 0.689722 0.066283
19.520000 0.690091 0.066131
19.530000 0.690460 0.066098
19.540000 0.690830 0.066143
19.550000 0.691199 0.066113
19.560000 0.691569 0.066164
19.570000 0.691939 0.066021
19.580000 0.692309 0.066068
19.590000 0.692679 0.066003
19.600000 0.693049 0.065988
19.610000 0.693420 0.066101
19.620000 0.693790 0.066299
19.630000 0.694161 0.066422
19.640000 0.694533 0.066315
19.650000 0.694904 0.066226
19.660000 0.695275 0.066439
19.670000 0.695647 0.066538
19.680000 0.696019 0.066459
19.690000 0.696391 0.066394
19.700000 0.696763 0.066421
19.710000 0.697135 0.066426
19.720000 0.697508 0.066570
19.730000 0.697880 0.066625
19.740000 0.698253 0.066854
19.750000 0.698626 0.067061
19.760000 0.699000 0.067331
19.770000 0.699373 0.067612
19.780000 0.699746 0.067722
19.790000 0.700120 0.067709
19.800000 0.700494 0.067707
19.810000 0.700868 0.067975
19.820000 0.701242 0.068062
19.830000 0.701617 0.068080
19.840000 0.701991 0.068298
19.850000 0.702366 0.068611
19.860000 0.702741 0.068878
19.870000 0.703116 0.069008
19.880000 0.703491 0.069084
19.890000 0.703866 0.069325
19.900000 0.704242 0.069616
19.910000 0.704618 0.069818
19.920000 0.704994 0.070168
19.930000 0.705370 0.070357
19.940000 0.705746 0.070705
19.950000 0.706122 0.070923
19.960000 0.706499 0.071181
19.970000 0.706875 0.071511
19.980000 0.707252 0.071794
19.990000 0.707629 0.072088
20.000000 0.708006 0.072362
20.010000 0.708383 0.072612
20.020000 0.708761 0.072838
20.030000 0.709138 0.073072
20.040000 0.709516 0.073290
20.050000 0.709894 0.073477
20.060000 0.710272 0.073639
20.070000 0.710650 0.073786
20.080000 0.711028 0.073914
20.090000 0.711406 0.074176
20.100000 0.711785 0.074271
20.110000 0.712164 0.074343
20.120000 0.712543 0.074396
20.130000 0.712922 0.074430
20.140000 0.713301 0.074446
20.150000 0.713680 0.074448
20.160000 0.714059 0.074435
20.170000 0.714439 0.074409
20.180000 0.714819 0.074372
20.190000 0.715198 0.074324
20.200000 0.715578 0.074407
20.210000 0.715958 0.074675
20.220000 0.716339 0.074857
20.230000 0.716719 0.074776
20.240000 0.717100 0.074688
20.250000 0.717480 0.074841
20.260000 0.717861 0.075122
20.270000 0.718242 0.075418
20.280000 0.718623 0.075387
20.290000 0.719004 0.075686
20.300000 0.719385 0.075575
20.310000 0.719766 0.075599
20.320000 0.720148 0.075444
20.330000 0.720529 0.075327
20.340000 0.720911 0.075497
20.350000 0.721293 0.075489
20.360000 0.721675 0.075491
20.370000 0.722057 0.075601
20.380000 0.722439 0.075636
20.390000 0.722822 0.075917
20.400000 0.723204 0.076011
20.410000 0.723587 0.076304
20.420000 0.723969 0.076308
20.430000 0.724352 0.076068
20.440000 0.724735 0.075831
20.450000 0.725118 0.075597
20.460000 0.725501 0.075367
20.470000 0.725884 0.075141
20.480000 0.726267 0.074918
20.490000 0.726651 0.074743
20.500000 0.727034 0.074662
20.510000 0.727418 0.074443
20.520000 0.727802 0.074227
20.530000 0.728186 0.074014
20.540000 0.728569 0.073804
20.550000 0.728953 0.073685
20.560000 0.729338 0.073575
20.570000 0.729722 0.073423
20.580000 0.730106 0.073336
20.590000 0.730491 0.073462
20.600000 0.730875 0.073422
20.610000 0.731260 0.073202
20.620000 0.731644 0.072985
20.630000 0.732029 0.072831
20.640000 0.732414 0.072899
20.650000 0.732799 0.072794
20.660000 0.733184 0.072573
20.670000 0.733569 0.072354
20.680000 0.733954 0.072137
20.690000 0.734339 0.071921
20.700000 0.734725 0.071732
20.710000 0.735110 0.071795
20.720000 0.735496 0.071582
20.730000 0.735881 0.071364
20.740000 0.736267 0.071148
20.750000 0.736653 0.071097
20.760000 0.737039 0.071011
20.770000 0.737424 0.070792
20.780000 0.737810 0.070574
20.790000 0.738196 0.070582
20.800000 0.738583 0.070527
20.810000 0.738969 0.070304
20.820000 0.739355 0.070082
20.830000 0.739741 0.069860
20.840000 0.740128 0.069640
20.850000 0.740514 0.069421
20.860000 0.740901 0.069203
20.870000 0.741287 0.069150
20.880000 0.741674 0.068931
20.890000 0.742060 0.068713
20.900000 0.742447 0.068559
20.910000 0.742834 0.068477
20.920000 0.743221 0.068446
20.930000 0.743608 0.068248
20.940000 0.743995 0.068027
20.950000 0.744382 0.067849
20.960000 0.744769 0.067770
20.970000 0.745156 0.067549
20.980000 0.745543 0.067330
20.990000 0.745930 0.067114
21.000000 0.746317 0.066899
21.010000 0.746705 0.066687
21.020000 0.747092 0.066477
21.030000 0.747479 0.066269
21.040000 0.747867 0.066063
21.050000 0.748254 0.065860
21.060000 0.748642 0.065660
21.070000 0.749029 0.065462
21.080000 0.749417 0.065267
21.090000 0.749804 0.065074
21.100000 0.750192 0.064885
21.110000 0.750580 0.064698
21.120000 0.750967 0.064513
21.130000 0.751355 0.064332
21.140000 0.751743 0.064153
21.150000 0.752131 0.063977
21.160000 0.752518 0.063806
21.170000 0.752906 0.063673
21.180000 0.753294 0.063569
21.190000 0.753682 0.063408
21.200000 0.754070 0.063239
21.210000 0.754458 0.063107
21.220000 0.754846 0.062987
21.230000 0.755234 0.062847
21.240000 0.755622 0.062680
21.250000 0.756009 0.062516
21.260000 0.756397 0.062356
21.270000 0.756785 0.062198
21.280000 0.757173 0.062051
21.290000 0.757561 0.061898
21.300000 0.757949 0.061755
21.310000 0.758337 0.061611
21.320000 0.758725 0.061459
21.330000 0.759113 0.061303
21.340000 0.759501 0.061140
21.350000 0.759889 0.060968
21.360000 0.760277 0.060787
21.370000 0.760665 0.060597
21.380000 0.761053 0.060439
21.390000 0.761441 0.060295
21.400000 0.761829 0.060120
21.410000 0.762217 0.059956
21.420000 0.762605 0.059750
21.430000 0.762993 0.059533
21.440000 0.763381 0.059306
21.450000 0.763769 0.059069
21.460000 0.764157 0.058837
21.470000 0.764545 0.058581
21.480000 0.764933 0.058313
21.490000 0.765321 0.058034
21.500000 0.765709 0.057836
21.510000 0.766096 0.057589
21.520000 0.766484 0.057287
21.530000 0.766872 0.057046
21.540000 0.767260 0.056937
21.550000 0.767647 0.056799
21.560000 0.768035 0.056604
21.570000 0.768423 0.056286
21.580000 0.768810 0.056005
21.590000 0.769198 0.055913
21.600000 0.769585 0.055825
21.610000 0.769973 0.055691
21.620000 0.770360 0.055608
21.630000 0.770748 0.055528
21.640000 0.771135 0.055271
21.650000 0.771522 0.055185
21.660000 0.771910 0.055113
21.670000 0.772297 0.055043
21.680000 0.772684 0.054871
21.690000 0.773071 0.054617
21.700000 0.773459 0.054327
21.710000 0.773846 0.053999
21.720000 0.774233 0.053844
21.730000 0.774620 0.053768
21.740000 0.775006 0.053678
21.750000 0.775393 0.053362
21.760000 0.775780 0.053233
21.770000 0.776167 0.053118
21.780000 0.776553 0.052903
21.790000 0.776940 0.052871
21.800000 0.777327 0.052839
21.810000 0.777713 0.052696
21.820000 0.778099 0.052478
21.830000 0.778486 0.052149
21.840000 0.778872 0.051812
21.850000 0.779258 0.051468
21.860000 0.779644 0.051117
21.870000 0.780030 0.050759
21.880000 0.780416 0.050744
21.890000 0.780802 0.050537
21.900000 0.781188 0.050177
21.910000 0.781574 0.050136
21.920000 0.781960 0.049892
21.930000 0.782345 0.049530
21.940000 0.782731 0.049163
21.950000 0.783116 0.048791
21.960000 0.783501 0.048415
21.970000 0.783887 0.048158
21.980000 0.784272 0.048210
21.990000 0.784657 0.048260
22.000000 0.785042 0.048309
22.010000 0.785427 0.048215
22.020000 0.785811 0.047860
22.030000 0.786196 0.047652
22.040000 0.786581 0.047630
22.050000 0.786965 0.047688
22.060000 0.787350 0.047456
22.070000 0.787734 0.047113
22.080000 0.788118 0.046768
22.090000 0.788502 0.046747
22.100000 0.788886 0.046818
22.110000 0.789270 0.046887
22.120000 0.789654 0.046845
22.130000 0.790037 0.046541
22.140000 0.790421 0.046219
22.150000 0.790804 0.045898
22.160000 0.791187 0.045579
22.170000 0.791571 0.045262
22.180000 0.791954 0.045052
22.190000 0.792337 0.044770
22.200000 0.792719 0.044464
22.210000 0.793102 0.044162
22.220000 0.793485 0.044108
22.230000 0.793867 0.044221
22.240000 0.794249 0.044329
22.250000 0.794632 0.044373
22.260000 0.795014 0.044096
22.270000 0.795396 0.043825
22.280000 0.795777 0.043788
22.290000 0.796159 0.043566
22.300000 0.796541 0.043313
22.310000 0.796922 0.043066
22.320000 0.797303 0.042827
22.330000 0.797684 0.042597
22.340000 0.798065 0.042374
22.350000 0.798446 0.042195
22.360000 0.798827 0.041990
22.370000 0.799207 0.041796
22.380000 0.799588 0.041710
22.390000 0.799968 0.041637
22.400000 0.800348 0.041468
22.410000 0.800728 0.041464
22.420000 0.801108 0.041603
22.430000 0.801487 0.041736
22.440000 0.801867 0.041863
22.450000 0.802246 0.041984
22.460000 0.802625 0.042053
22.470000 0.803004 0.041929
22.480000 0.803383 0.042028
22.490000 0.803762 0.041897
22.500000 0.804140 0.041776
22.510000 0.804518 0.041665
22.520000 0.804897 0.041564
22.530000 0.805275 0.041474
22.540000 0.805652 0.041394
22.550000 0.806030 0.041324
22.560000 0.806408 0.041265
22.570000 0.806785 0.041253
22.580000 0.807162 0.041212
22.590000 0.807539 0.041181
22.600000 0.807916 0.041160
22.610000 0.808292 0.041149
22.620000 0.808669 0.041148
22.630000 0.809045 0.041156
22.640000 0.809421 0.041175
22.650000 0.809797 0.041203
22.660000 0.810173 0.041241
22.670000 0.810548 0.041288
22.680000 0.810923 0.041345
22.690000 0.811298 0.041412
22.700000 0.811673 0.041489
22.710000 0.812048 0.041575
22.720000 0.812422 0.041671
22.730000 0.812797 0.041777
22.740000 0.813171 0.041893
22.750000 0.813545 0.042006
22.760000 0.813919 0.042095
22.770000 0.814292 0.042173
22.780000 0.814665 0.042268
22.790000 0.815038 0.042396
22.800000 0.815411 0.042485
22.810000 0.815784 0.042541
22.820000 0.816156 0.042589
22.830000 0.816529 0.042662
22.840000 0.816901 0.042711
22.850000 0.817273 0.042741
22.860000 0.817644 0.042833
22.870000 0.818016 0.042962
22.880000 0.818387 0.043042
22.890000 0.818758 0.043054
22.900000 0.819129 0.043061
22.910000 0.819499 0.043063
22.920000 0.819869 0.043061
22.930000 0.820239 0.043154
22.940000 0.820609 0.043144
22.950000 0.820979 0.043256
22.960000 0.821348 0.043384
22.970000 0.821717 0.043513
22.980000 0.822086 0.043652
22.990000 0.822455 0.043797
23.000000 0.822823 0.043946
23.010000 0.823192 0.044070
23.020000 0.823560 0.044228
23.030000 0.823927 0.044390
23.040000 0.824295 0.044359
23.050000 0.824662 0.044520
23.060000 0.825029 0.044685
23.070000 0.825396 0.044852
23.080000 0.825763 0.044888
23.090000 0.826129 0.044811
23.100000 0.826495 0.044732
23.110000 0.826861 0.044651
23.120000 0.827226 0.044649
23.130000 0.827591 0.044563
23.140000 0.827956 0.044476
23.150000 0.828321 0.044386
23.160000 0.828686 0.044296
23.170000 0.829050 0.044342
23.180000 0.829414 0.044461
23.190000 0.829778 0.044562
23.200000 0.830141 0.044459
23.210000 0.830504 0.044355
23.220000 0.830867 0.044251
23.230000 0.831230 0.044146
23.240000 0.831592 0.044041
23.250000 0.831955 0.043935
23.260000 0.832317 0.043828
23.270000 0.832678 0.043788
23.280000 0.833039 0.043889
23.290000 0.833401 0.043870
23.300000 0.833761 0.043898
23.310000 0.834122 0.043904
23.320000 0.834482 0.043786
23.330000 0.834842 0.043817
23.340000 0.835202 0.043862
23.350000 0.835561 0.043746
23.360000 0.835920 0.043652
23.370000 0.836279 0.043560
23.380000 0.836638 0.043630
23.390000 0.836996 0.043677
23.400000 0.837354 0.043699
23.410000 0.837712 0.043569
23.420000 0.838069 0.043439
23.430000 0.838426 0.043412
23.440000 0.838783 0.043481
23.450000 0.839139 0.043548
23.460000 0.839496 0.043612
23.470000 0.839852 0.043558
23.480000 0.840207 0.043420
23.490000 0.840563 0.043352
23.500000 0.840918 0.043290
23.510000 0.841272 0.043341
23.520000 0.841627 0.043362
23.530000 0.841981 0.043406
23.540000 0.842335 0.043446
23.550000 0.842688 0.043481
23.560000 0.843042 0.043394
23.570000 0.843395 0.043313
23.580000 0.843747 0.043167
23.590000 0.844099 0.043112
23.600000 0.844451 0.043133
23.610000 0.844803 0.043148
23.620000 0.845154 0.043143
23.630000 0.845506 0.043026
23.640000 0.845856 0.042957
23.650000 0.846207 0.042812
23.660000 0.846557 0.042681
23.670000 0.846907 0.042556
23.680000 0.847256 0.042484
23.690000 0.847605 0.042339
23.700000 0.847954 0.042195
23.710000 0.848302 0.042144
23.720000 0.848651 0.042136
23.730000 0.848999 0.042122
23.740000 0.849346 0.042102
23.750000 0.849693 0.042075
23.760000 0.850040 0.042008
23.770000 0.850387 0.041869
23.780000 0.850733 0.041729
23.790000 0.851079 0.041589
23.800000 0.851424 0.041556
23.810000 0.851769 0.041428
23.820000 0.852114 0.041303
23.830000 0.852459 0.041162
23.840000 0.852803 0.041021
23.850000 0.853147 0.040879
23.860000 0.853490 0.040814
23.870000 0.853833 0.040777
23.880000 0.854176 0.040735
23.890000 0.854519 0.040617
23.900000 0.854861 0.040569
23.910000 0.855203 0.040516
23.920000 0.855544 0.040456
23.930000 0.855885 0.040333
23.940000 0.856226 0.040239
23.950000 0.856566 0.040133
23.960000 0.856906 0.039999
23.970000 0.857246 0.039863
23.980000 0.857585 0.039725
23.990000 0.857924 0.039585
24.000000 0.858263 0.039467
24.010000 0.858601 0.039410
24.020000 0.858939 0.039269
24.030000 0.859277 0.039127
24.040000 0.859614 0.039043
24.050000 0.859951 0.038983
24.060000 0.860287 0.038919
24.070000 0.860623 0.038850
24.080000 0.860959 0.038765
24.090000 0.861295 0.038681
24.100000 0.861630 0.038573
24.110000 0.861964 0.038437
24.120000 0.862299 0.038300
24.130000 0.862632 0.038211
24.140000 0.862966 0.038090
24.150000 0.863299 0.037991
24.160000 0.863632 0.037914
24.170000 0.863965 0.037835
24.180000 0.864297 0.037754
24.190000 0.864628 0.037671
24.200000 0.864960 0.037586
24.210000 0.865291 0.037499
24.220000 0.865621 0.037412
24.230000 0.865951 0.037323
24.240000 0.866281 0.037197
24.250000 0.866611 0.037092
24.260000 0.866940 0.037007
24.270000 0.867268 0.036922
24.280000 0.867597 0.036840
24.290000 0.867925 0.036759
24.300000 0.868252 0.036681
24.310000 0.868579 0.036560
24.320000 0.868906 0.036476
24.330000 0.869232 0.036405
24.340000 0.869558 0.036285
24.350000 0.869884 0.036173
24.360000 0.870209 0.036069
24.370000 0.870534 0.035978
24.380000 0.870858 0.035915
24.390000 0.871183 0.035791
24.400000 0.871506 0.035640
24.410000 0.871829 0.035534
24.420000 0.872152 0.035475
24.430000 0.872475 0.035400
24.440000 0.872797 0.035281
24.450000 0.873119 0.035208
24.460000 0.873440 0.035160
24.470000 0.873761 0.035117
24.480000 0.874081 0.034956
24.490000 0.874401 0.034778
24.500000 0.874721 0.034660
24.510000 0.875040 0.034614
24.520000 0.875359 0.034457
24.530000 0.875678 0.034293
24.540000 0.875996 0.034167
24.550000 0.876313 0.034030
24.560000 0.876631 0.033875
24.570000 0.876948 0.033687
24.580000 0.877264 0.033496
24.590000 0.877580 0.033375
24.600000 0.877896 0.033209
24.610000 0.878211 0.033064
24.620000 0.878526 0.032995
24.630000 0.878840 0.032877
24.640000 0.879154 0.032703
24.650000 0.879468 0.032631
24.660000 0.879781 0.032561
24.670000 0.880094 0.032454
24.680000 0.880406 0.032245
24.690000 0.880718 0.032038
24.700000 0.881030 0.031884
24.710000 0.881341 0.031681
24.720000 0.881651 0.031511
24.730000 0.881962 0.031415
24.740000 0.882272 0.031215
24.750000 0.882581 0.031017
24.760000 0.882890 0.030823
24.770000 0.883199 0.030633
24.780000 0.883507 0.030508
24.790000 0.883815 0.030399
24.800000 0.884122 0.030257
24.810000 0.884429 0.030107
24.820000 0.884735 0.029991
24.830000 0.885042 0.029838
24.840000 0.885347 0.029646
24.850000 0.885652 0.029458
24.860000 0.885957 0.029308
24.870000 0.886262 0.029175
24.880000 0.886566 0.029021
24.890000 0.886869 0.028882
24.900000 0.887172 0.028726
24.910000 0.887475 0.028543
24.920000 0.887777 0.028387
24.930000 0.888079 0.028235
24.940000 0.888380 0.028069
24.950000 0.888681 0.027896
24.960000 0.888982 0.027726
24.970000 0.889282 0.027561
24.980000 0.889582 0.027391
24.990000 0.889881 0.027227
25.000000 0.890180 0.027063
25.010000 0.890478 0.026894
25.020000 0.890776 0.026712
25.030000 0.891073 0.026522
25.040000 0.891370 0.026324
25.050000 0.891667 0.026118
25.060000 0.891963 0.025921
25.070000 0.892259 0.025701
25.080000 0.892554 0.025469
25.090000 0.892849 0.025297
25.100000 0.893144 0.025124
25.110000 0.893438 0.024953
25.120000 0.893731 0.024772
25.130000 0.894024 0.024529
25.140000 0.894317 0.024369
25.150000 0.894609 0.024262
25.160000 0.894901 0.024112
25.170000 0.895192 0.023974
25.180000 0.895483 0.023883
25.190000 0.895774 0.023688
25.200000 0.896064 0.023607
25.210000 0.896353 0.023463
25.220000 0.896642 0.023391
25.230000 0.896931 0.023226
25.240000 0.897219 0.023011
25.250000 0.897507 0.022830
25.260000 0.897795 0.022664
25.270000 0.898082 0.022451
25.280000 0.898368 0.022408
25.290000 0.898654 0.022296
25.300000 0.898940 0.022072
25.310000 0.899225 0.021921
25.320000 0.899509 0.021671
25.330000 0.899794 0.021518
25.340000 0.900077 0.021312
25.350000 0.900361 0.021079
25.360000 0.900644 0.020826
25.370000 0.900926 0.020669
25.380000 0.901208 0.020486
25.390000 0.901490 0.020266
25.400000 0.901771 0.020113
25.410000 0.902051 0.019959
25.420000 0.902332 0.019825
25.430000 0.902611 0.019666
25.440000 0.902891 0.019439
25.450000 0.903169 0.019293
25.460000 0.903448 0.019187
25.470000 0.903726 0.019129
25.480000 0.904003 0.019049
25.490000 0.904280 0.018953
25.500000 0.904557 0.018847
25.510000 0.904833 0.018886
25.520000 0.905108 0.018888
25.530000 0.905384 0.018703
25.540000 0.905658 0.018529
25.550000 0.905933 0.018416
25.560000 0.906207 0.018261
25.570000 0.906480 0.018119
25.580000 0.906753 0.018003
25.590000 0.907025 0.017885
25.600000 0.907297 0.017779
25.610000 0.907569 0.017689
25.620000 0.907840 0.017647
25.630000 0.908111 0.017586
25.640000 0.908381 0.017508
25.650000 0.908651 0.017437
25.660000 0.908920 0.017391
25.670000 0.909189 0.017368
25.680000 0.909457 0.017300
25.690000 0.909725 0.017269
25.700000 0.909992 0.017254
25.710000 0.910259 0.017266
25.720000 0.910526 0.017298
25.730000 0.910792 0.017340
25.740000 0.911057 0.017295
25.750000 0.911323 0.017245
25.760000 0.911587 0.017301
25.770000 0.911852 0.017250
25.780000 0.912115 0.017188
25.790000 0.912379 0.017238
25.800000 0.912641 0.017206
25.810000 0.912904 0.017285
25.820000 0.913166 0.017309
25.830000 0.913427 0.017262
25.840000 0.913688 0.017327
25.850000 0.913949 0.017311
25.860000 0.914209 0.017339
25.870000 0.914468 0.017290
25.880000 0.914728 0.017216
25.890000 0.914986 0.017249
25.900000 0.915245 0.017373
25.910000 0.915502 0.017501
25.920000 0.915760 0.017633
25.930000 0.916016 0.017715
25.940000 0.916273 0.017674
25.950000 0.916529 0.017690
25.960000 0.916784 0.017835
25.970000 0.917039 0.017857
25.980000 0.917294 0.017812
25.990000 0.917548 0.017926
26.000000 0.917801 0.018041
26.010000 0.918055 0.018006
26.020000 0.918307 0.018154
26.030000 0.918560 0.018239
26.040000 0.918811 0.018309
26.050000 0.919063 0.018366
26.060000 0.919313 0.018353
26.070000 0.919564 0.018403
26.080000 0.919814 0.018549
26.090000 0.920063 0.018612
26.100000 0.920312 0.018734
26.110000 0.920561 0.018887
26.120000 0.920809 0.019032
26.130000 0.921056 0.019169
26.140000 0.921304 0.019265
26.150000 0.921550 0.019315
26.160000 0.921797 0.019413
26.170000 0.922042 0.019530
26.180000 0.922288 0.019616
26.190000 0.922532 0.019675
26.200000 0.922777 0.019738
26.210000 0.923021 0.019798
26.220000 0.923264 0.019876
26.230000 0.923507 0.019949
26.240000 0.923750 0.020039
26.250000 0.923992 0.020122
26.260000 0.924233 0.020202
26.270000 0.924474 0.020283
26.280000 0.924715 0.020360
26.290000 0.924955 0.020436
26.300000 0.925195 0.020506
26.310000 0.925434 0.020578
26.320000 0.925673 0.020645
26.330000 0.925912 0.020688
26.340000 0.926150 0.020771
26.350000 0.926387 0.020864
26.360000 0.926624 0.020965
26.370000 0.926861 0.021071
26.380000 0.927097 0.021169
26.390000 0.927332 0.021271
26.400000 0.927567 0.021291
26.410000 0.927802 0.021400
26.420000 0.928036 0.021517
26.430000 0.928270 0.021633
26.440000 0.928503 0.021705
26.450000 0.928736 0.021796
26.460000 0.928969 0.021863
26.470000 0.929201 0.021870
26.480000 0.929432 0.021888
26.490000 0.929663 0.022004
26.500000 0.929894 0.022119
26.510000 0.930124 0.022233
26.520000 0.930353 0.022315
26.530000 0.930582 0.022368
26.540000 0.930811 0.022407
26.550000 0.931039 0.022500
26.560000 0.931267 0.022556
26.570000 0.931495 0.022649
26.580000 0.931722 0.022732
26.590000 0.931948 0.022762
26.600000 0.932174 0.022802
26.610000 0.932399 0.022833
26.620000 0.932625 0.022866
26.630000 0.932849 0.022935
26.640000 0.933073 0.023001
26.650000 0.933297 0.023060
26.660000 0.933520 0.023110
26.670000 0.933743 0.023137
26.680000 0.933965 0.023103
26.690000 0.934187 0.023068
26.700000 0.934409 0.023008
26.710000 0.934630 0.023006
26.720000 0.934850 0.023039
26.730000 0.935070 0.023056
26.740000 0.935290 0.023001
26.750000 0.935509 0.022954
26.760000 0.935728 0.022885
26.770000 0.935946 0.022871
26.780000 0.936164 0.022780
26.790000 0.936381 0.022712
26.800000 0.936598 0.022739
26.810000 0.936814 0.022715
26.820000 0.937030 0.022660
26.830000 0.937246 0.022642
26.840000 0.937461 0.022523
