SST(°C) mean stdv
8.210000 0.367042 0.080142
8.220000 0.367327 0.080085
8.230000 0.367611 0.079998
8.240000 0.367895 0.079937
8.250000 0.368180 0.079866
8.260000 0.368464 0.079759
8.270000 0.368748 0.079667
8.280000 0.369031 0.079597
8.290000 0.369315 0.079525
8.300000 0.369598 0.079450
8.310000 0.369882 0.079372
8.320000 0.370165 0.079290
8.330000 0.370448 0.079205
8.340000 0.370731 0.079115
8.350000 0.371013 0.079021
8.360000 0.371296 0.078918
8.370000 0.371578 0.078813
8.380000 0.371861 0.078706
8.390000 0.372143 0.078603
8.400000 0.372425 0.078505
8.410000 0.372706 0.078404
8.420000 0.372988 0.078302
8.430000 0.373269 0.078219
8.440000 0.373551 0.078142
8.450000 0.373832 0.078053
8.460000 0.374113 0.077986
8.470000 0.374394 0.077924
8.480000 0.374675 0.077868
8.490000 0.374955 0.077784
8.500000 0.375236 0.077736
8.510000 0.375516 0.077690
8.520000 0.375796 0.077573
8.530000 0.376076 0.077472
8.540000 0.376356 0.077348
8.550000 0.376636 0.077220
8.560000 0.376915 0.077172
8.570000 0.377194 0.077144
8.580000 0.377474 0.077120
8.590000 0.377753 0.077101
8.600000 0.378032 0.077057
8.610000 0.378311 0.077046
8.620000 0.378589 0.077027
8.630000 0.378868 0.076903
8.640000 0.379146 0.076900
8.650000 0.379424 0.076901
8.660000 0.379702 0.076906
8.670000 0.379980 0.076896
8.680000 0.380258 0.076776
8.690000 0.380536 0.076652
8.700000 0.380813 0.076527
8.710000 0.381091 0.076397
8.720000 0.381368 0.076263
8.730000 0.381645 0.076189
8.740000 0.381922 0.076213
8.750000 0.382198 0.076241
8.760000 0.382475 0.076271
8.770000 0.382752 0.076178
8.780000 0.383028 0.076047
8.790000 0.383304 0.075912
8.800000 0.383580 0.075935
8.810000 0.383856 0.075800
8.820000 0.384132 0.075662
8.830000 0.384408 0.075661
8.840000 0.384683 0.075712
8.850000 0.384958 0.075766
8.860000 0.385234 0.075821
8.870000 0.385509 0.075877
8.880000 0.385784 0.075934
8.890000 0.386058 0.075851
8.900000 0.386333 0.075728
8.910000 0.386608 0.075632
8.920000 0.386882 0.075699
8.930000 0.387156 0.075766
8.940000 0.387430 0.075681
8.950000 0.387704 0.075560
8.960000 0.387978 0.075438
8.970000 0.388252 0.075313
8.980000 0.388525 0.075188
8.990000 0.388799 0.075061
9.000000 0.389072 0.074933
9.010000 0.389345 0.074804
9.020000 0.389618 0.074675
9.030000 0.389891 0.074546
9.040000 0.390164 0.074416
9.050000 0.390436 0.074500
9.060000 0.390709 0.074486
9.070000 0.390981 0.074596
9.080000 0.391253 0.074706
9.090000 0.391526 0.074816
9.100000 0.391797 0.074779
9.110000 0.392069 0.074667
9.120000 0.392341 0.074578
9.130000 0.392613 0.074469
9.140000 0.392884 0.074573
9.150000 0.393155 0.074694
9.160000 0.393426 0.074814
9.170000 0.393697 0.074932
9.180000 0.393968 0.074916
9.190000 0.394239 0.074968
9.200000 0.394510 0.075044
9.210000 0.394780 0.075160
9.220000 0.395051 0.075232
9.230000 0.395321 0.075199
9.240000 0.395591 0.075124
9.250000 0.395861 0.075118
9.260000 0.396131 0.075195
9.270000 0.396401 0.075127
9.280000 0.396670 0.075078
9.290000 0.396940 0.075015
9.300000 0.397209 0.074984
9.310000 0.397478 0.075080
9.320000 0.397747 0.075208
9.330000 0.398016 0.075332
9.340000 0.398285 0.075402
9.350000 0.398554 0.075477
9.360000 0.398823 0.075592
9.370000 0.399091 0.075702
9.380000 0.399359 0.075808
9.390000 0.399628 0.075802
9.400000 0.399896 0.075775
9.410000 0.400164 0.075752
9.420000 0.400432 0.075739
9.430000 0.400699 0.075849
9.440000 0.400967 0.075867
9.450000 0.401235 0.075973
9.460000 0.401502 0.076039
9.470000 0.401769 0.076137
9.480000 0.402036 0.076227
9.490000 0.402304 0.076313
9.500000 0.402570 0.076393
9.510000 0.402837 0.076467
9.520000 0.403104 0.076536
9.530000 0.403371 0.076599
9.540000 0.403637 0.076656
9.550000 0.403903 0.076697
9.560000 0.404170 0.076739
9.570000 0.404436 0.076784
9.580000 0.404702 0.076824
9.590000 0.404968 0.076859
9.600000 0.405233 0.076889
9.610000 0.405499 0.076914
9.620000 0.405765 0.076937
9.630000 0.406030 0.076956
9.640000 0.406295 0.076981
9.650000 0.406561 0.077009
9.660000 0.406826 0.077040
9.670000 0.407091 0.077068
9.680000 0.407356 0.077106
9.690000 0.407620 0.077130
9.700000 0.407885 0.077141
9.710000 0.408149 0.077161
9.720000 0.408414 0.077177
9.730000 0.408678 0.077177
9.740000 0.408942 0.077173
9.750000 0.409207 0.077206
9.760000 0.409471 0.077217
9.770000 0.409735 0.077204
9.780000 0.409998 0.077198
9.790000 0.410262 0.077247
9.800000 0.410526 0.077300
9.810000 0.410789 0.077357
9.820000 0.411052 0.077400
9.830000 0.411316 0.077375
9.840000 0.411579 0.077347
9.850000 0.411842 0.077315
9.860000 0.412105 0.077279
9.870000 0.412368 0.077241
9.880000 0.412631 0.077199
9.890000 0.412893 0.077217
9.900000 0.413156 0.077274
9.910000 0.413418 0.077335
9.920000 0.413681 0.077399
9.930000 0.413943 0.077347
9.940000 0.414205 0.077293
9.950000 0.414467 0.077331
9.960000 0.414729 0.077399
9.970000 0.414991 0.077453
9.980000 0.415253 0.077506
9.990000 0.415514 0.077584
10.000000 0.415776 0.077666
10.010000 0.416037 0.077751
10.020000 0.416299 0.077818
10.030000 0.416560 0.077911
10.040000 0.416821 0.077980
10.050000 0.417082 0.078080
10.060000 0.417343 0.078185
10.070000 0.417604 0.078271
10.080000 0.417865 0.078344
10.090000 0.418126 0.078263
10.100000 0.418386 0.078165
10.110000 0.418647 0.078157
10.120000 0.418907 0.078264
10.130000 0.419168 0.078207
10.140000 0.419428 0.078097
10.150000 0.419688 0.078048
10.160000 0.419948 0.078151
10.170000 0.420208 0.078173
10.180000 0.420468 0.078101
10.190000 0.420728 0.078035
10.200000 0.420988 0.078090
10.210000 0.421248 0.078193
10.220000 0.421507 0.078299
10.230000 0.421767 0.078407
10.240000 0.422026 0.078517
10.250000 0.422285 0.078630
10.260000 0.422545 0.078633
10.270000 0.422804 0.078481
10.280000 0.423063 0.078328
10.290000 0.423322 0.078368
10.300000 0.423581 0.078472
10.310000 0.423840 0.078466
10.320000 0.424098 0.078352
10.330000 0.424357 0.078401
10.340000 0.424616 0.078340
10.350000 0.424874 0.078438
10.360000 0.425133 0.078536
10.370000 0.425391 0.078634
10.380000 0.425649 0.078565
10.390000 0.425907 0.078384
10.400000 0.426166 0.078244
10.410000 0.426424 0.078330
10.420000 0.426682 0.078416
10.430000 0.426939 0.078305
10.440000 0.427197 0.078114
10.450000 0.427455 0.077924
10.460000 0.427713 0.077736
10.470000 0.427970 0.077705
10.480000 0.428228 0.077725
10.490000 0.428485 0.077547
10.500000 0.428743 0.077357
10.510000 0.429000 0.077170
10.520000 0.429257 0.076984
10.530000 0.429514 0.076858
10.540000 0.429771 0.076675
10.550000 0.430028 0.076495
10.560000 0.430285 0.076419
10.570000 0.430542 0.076305
10.580000 0.430799 0.076126
10.590000 0.431056 0.075950
10.600000 0.431313 0.075776
10.610000 0.431569 0.075604
10.620000 0.431826 0.075493
10.630000 0.432082 0.075511
10.640000 0.432339 0.075528
10.650000 0.432595 0.075363
10.660000 0.432851 0.075271
10.670000 0.433108 0.075099
10.680000 0.433364 0.075033
10.690000 0.433620 0.074954
10.700000 0.433876 0.074783
10.710000 0.434132 0.074615
10.720000 0.434388 0.074449
10.730000 0.434644 0.074286
10.740000 0.434900 0.074139
10.750000 0.435155 0.074036
10.760000 0.435411 0.073957
10.770000 0.435667 0.073828
10.780000 0.435922 0.073810
10.790000 0.436178 0.073790
10.800000 0.436433 0.073701
10.810000 0.436689 0.073541
10.820000 0.436944 0.073437
10.830000 0.437199 0.073407
10.840000 0.437455 0.073374
10.850000 0.437710 0.073338
10.860000 0.437965 0.073298
10.870000 0.438220 0.073242
10.880000 0.438475 0.073195
10.890000 0.438730 0.073122
10.900000 0.438985 0.073067
10.910000 0.439240 0.072957
10.920000 0.439495 0.072894
10.930000 0.439750 0.072827
10.940000 0.440004 0.072755
10.950000 0.440259 0.072678
10.960000 0.440514 0.072595
10.970000 0.440768 0.072507
10.980000 0.441023 0.072408
10.990000 0.441277 0.072235
11.000000 0.441532 0.072065
11.010000 0.441786 0.071898
11.020000 0.442040 0.071734
11.030000 0.442295 0.071606
11.040000 0.442549 0.071502
11.050000 0.442803 0.071392
11.060000 0.443058 0.071277
11.070000 0.443312 0.071155
11.080000 0.443566 0.071024
11.090000 0.443820 0.070869
11.100000 0.444074 0.070718
11.110000 0.444328 0.070563
11.120000 0.444582 0.070411
11.130000 0.444836 0.070263
11.140000 0.445090 0.070117
11.150000 0.445344 0.069983
11.160000 0.445597 0.069842
11.170000 0.445851 0.069701
11.180000 0.446105 0.069562
11.190000 0.446359 0.069424
11.200000 0.446612 0.069279
11.210000 0.446866 0.069128
11.220000 0.447119 0.068971
11.230000 0.447373 0.068808
11.240000 0.447627 0.068640
11.250000 0.447880 0.068465
11.260000 0.448133 0.068285
11.270000 0.448387 0.068125
11.280000 0.448640 0.067936
11.290000 0.448894 0.067742
11.300000 0.449147 0.067541
11.310000 0.449400 0.067335
11.320000 0.449654 0.067123
11.330000 0.449907 0.066906
11.340000 0.450160 0.066770
11.350000 0.450413 0.066653
11.360000 0.450667 0.066538
11.370000 0.450920 0.066408
11.380000 0.451173 0.066299
11.390000 0.451426 0.066193
11.400000 0.451679 0.066090
11.410000 0.451932 0.065990
11.420000 0.452185 0.065785
11.430000 0.452438 0.065601
11.440000 0.452691 0.065433
11.450000 0.452944 0.065323
11.460000 0.453197 0.065197
11.470000 0.453450 0.065109
11.480000 0.453703 0.065003
11.490000 0.453956 0.064920
11.500000 0.454209 0.064839
11.510000 0.454461 0.064719
11.520000 0.454714 0.064642
11.530000 0.454967 0.064568
11.540000 0.455220 0.064495
11.550000 0.455473 0.064424
11.560000 0.455726 0.064355
11.570000 0.455978 0.064288
11.580000 0.456231 0.064222
11.590000 0.456484 0.064030
11.600000 0.456736 0.063894
11.610000 0.456989 0.063834
11.620000 0.457242 0.063776
11.630000 0.457495 0.063719
11.640000 0.457747 0.063663
11.650000 0.458000 0.063490
11.660000 0.458253 0.063340
11.670000 0.458505 0.063288
11.680000 0.458758 0.063095
11.690000 0.459010 0.062886
11.700000 0.459263 0.062825
11.710000 0.459516 0.062782
11.720000 0.459768 0.062741
11.730000 0.460021 0.062701
11.740000 0.460273 0.062662
11.750000 0.460526 0.062525
11.760000 0.460779 0.062321
11.770000 0.461031 0.062202
11.780000 0.461284 0.062171
11.790000 0.461536 0.062141
11.800000 0.461789 0.062112
11.810000 0.462041 0.062084
11.820000 0.462294 0.062057
11.830000 0.462547 0.062032
11.840000 0.462799 0.062007
11.850000 0.463052 0.061984
11.860000 0.463304 0.061961
11.870000 0.463557 0.061940
11.880000 0.463809 0.061919
11.890000 0.464062 0.061899
11.900000 0.464315 0.061881
11.910000 0.464567 0.061863
11.920000 0.464820 0.061845
11.930000 0.465072 0.061829
11.940000 0.465325 0.061813
11.950000 0.465578 0.061644
11.960000 0.465830 0.061471
11.970000 0.466083 0.061349
11.980000 0.466335 0.061253
11.990000 0.466588 0.061076
12.000000 0.466841 0.060919
12.010000 0.467093 0.060876
12.020000 0.467346 0.060874
12.030000 0.467599 0.060872
12.040000 0.467851 0.060871
12.050000 0.468104 0.060870
12.060000 0.468357 0.060870
12.070000 0.468609 0.060803
12.080000 0.468862 0.060634
12.090000 0.469115 0.060509
12.100000 0.469368 0.060336
12.110000 0.469620 0.060162
12.120000 0.469873 0.059986
12.130000 0.470126 0.059815
12.140000 0.470379 0.059829
12.150000 0.470631 0.059760
12.160000 0.470884 0.059583
12.170000 0.471137 0.059403
12.180000 0.471390 0.059222
12.190000 0.471643 0.059107
12.200000 0.471896 0.059133
12.210000 0.472149 0.058971
12.220000 0.472402 0.058790
12.230000 0.472655 0.058607
12.240000 0.472908 0.058423
12.250000 0.473161 0.058238
12.260000 0.473414 0.058051
12.270000 0.473667 0.057864
12.280000 0.473920 0.057676
12.290000 0.474173 0.057587
12.300000 0.474426 0.057399
12.310000 0.474679 0.057210
12.320000 0.474932 0.057046
12.330000 0.475186 0.057065
12.340000 0.475439 0.057122
12.350000 0.475692 0.057011
12.360000 0.475945 0.056829
12.370000 0.476199 0.056646
12.380000 0.476452 0.056464
12.390000 0.476705 0.056332
12.400000 0.476959 0.056402
12.410000 0.477212 0.056471
12.420000 0.477466 0.056540
12.430000 0.477719 0.056608
12.440000 0.477973 0.056675
12.450000 0.478226 0.056741
12.460000 0.478480 0.056806
12.470000 0.478733 0.056871
12.480000 0.478987 0.056875
12.490000 0.479241 0.056719
12.500000 0.479494 0.056563
12.510000 0.479748 0.056408
12.520000 0.480002 0.056254
12.530000 0.480256 0.056244
12.540000 0.480510 0.056318
12.550000 0.480763 0.056391
12.560000 0.481017 0.056462
12.570000 0.481271 0.056532
12.580000 0.481525 0.056600
12.590000 0.481779 0.056667
12.600000 0.482033 0.056733
12.610000 0.482288 0.056797
12.620000 0.482542 0.056825
12.630000 0.482796 0.056865
12.640000 0.483050 0.056926
12.650000 0.483304 0.056986
12.660000 0.483559 0.056960
12.670000 0.483813 0.056985
12.680000 0.484068 0.056865
12.690000 0.484322 0.056747
12.700000 0.484577 0.056630
12.710000 0.484831 0.056515
12.720000 0.485086 0.056518
12.730000 0.485340 0.056583
12.740000 0.485595 0.056646
12.750000 0.485850 0.056566
12.760000 0.486104 0.056460
12.770000 0.486359 0.056356
12.780000 0.486614 0.056254
12.790000 0.486869 0.056154
12.800000 0.487124 0.056072
12.810000 0.487379 0.055993
12.820000 0.487634 0.055923
12.830000 0.487889 0.055968
12.840000 0.488144 0.055911
12.850000 0.488400 0.055982
12.860000 0.488655 0.056052
12.870000 0.488910 0.056120
12.880000 0.489166 0.056176
12.890000 0.489421 0.056219
12.900000 0.489677 0.056249
12.910000 0.489932 0.056311
12.920000 0.490188 0.056290
12.930000 0.490443 0.056215
12.940000 0.490699 0.056144
12.950000 0.490955 0.056075
12.960000 0.491211 0.056009
12.970000 0.491466 0.055946
12.980000 0.491722 0.055886
12.990000 0.491978 0.055829
13.000000 0.492234 0.055776
13.010000 0.492491 0.055770
13.020000 0.492747 0.055826
13.030000 0.493003 0.055878
13.040000 0.493259 0.055941
13.050000 0.493516 0.056001
13.060000 0.493772 0.056060
13.070000 0.494028 0.056035
13.080000 0.494285 0.055993
13.090000 0.494542 0.055955
13.100000 0.494798 0.055919
13.110000 0.495055 0.055914
13.120000 0.495312 0.055900
13.130000 0.495569 0.055874
13.140000 0.495825 0.055851
13.150000 0.496082 0.055831
13.160000 0.496340 0.055816
13.170000 0.496597 0.055803
13.180000 0.496854 0.055795
13.190000 0.497111 0.055795
13.200000 0.497368 0.055814
13.210000 0.497626 0.055814
13.220000 0.497883 0.055818
13.230000 0.498141 0.055825
13.240000 0.498398 0.055836
13.250000 0.498656 0.055866
13.260000 0.498914 0.055887
13.270000 0.499172 0.055931
13.280000 0.499429 0.055950
13.290000 0.499687 0.055973
13.300000 0.499945 0.055999
13.310000 0.500204 0.056028
13.320000 0.500462 0.056060
13.330000 0.500720 0.056106
13.340000 0.500978 0.056150
13.350000 0.501237 0.056192
13.360000 0.501495 0.056232
13.370000 0.501754 0.056268
13.380000 0.502012 0.056301
13.390000 0.502271 0.056337
13.400000 0.502530 0.056375
13.410000 0.502789 0.056416
13.420000 0.503048 0.056459
13.430000 0.503307 0.056504
13.440000 0.503566 0.056553
13.450000 0.503825 0.056603
13.460000 0.504084 0.056656
13.470000 0.504343 0.056711
13.480000 0.504603 0.056768
13.490000 0.504862 0.056827
13.500000 0.505122 0.056888
13.510000 0.505382 0.056951
13.520000 0.505641 0.057016
13.530000 0.505901 0.057083
13.540000 0.506161 0.057151
13.550000 0.506421 0.057186
13.560000 0.506681 0.057205
13.570000 0.506941 0.057236
13.580000 0.507201 0.057279
13.590000 0.507462 0.057291
13.600000 0.507722 0.057302
13.610000 0.507983 0.057317
13.620000 0.508243 0.057369
13.630000 0.508504 0.057436
13.640000 0.508765 0.057505
13.650000 0.509026 0.057575
13.660000 0.509287 0.057647
13.670000 0.509548 0.057721
13.680000 0.509809 0.057766
13.690000 0.510070 0.057782
13.700000 0.510331 0.057776
13.710000 0.510593 0.057771
13.720000 0.510854 0.057763
13.730000 0.511116 0.057827
13.740000 0.511377 0.057866
13.750000 0.511639 0.057853
13.760000 0.511901 0.057839
13.770000 0.512163 0.057877
13.780000 0.512425 0.057924
13.790000 0.512687 0.057941
13.800000 0.512949 0.057923
13.810000 0.513212 0.057904
13.820000 0.513474 0.057885
13.830000 0.513737 0.057884
13.840000 0.513999 0.057910
13.850000 0.514262 0.057965
13.860000 0.514525 0.058025
13.870000 0.514788 0.058086
13.880000 0.515051 0.058112
13.890000 0.515314 0.058085
13.900000 0.515577 0.058096
13.910000 0.515840 0.058155
13.920000 0.516104 0.058214
13.930000 0.516367 0.058273
13.940000 0.516631 0.058333
13.950000 0.516895 0.058393
13.960000 0.517158 0.058453
13.970000 0.517422 0.058449
13.980000 0.517686 0.058408
13.990000 0.517950 0.058369
14.000000 0.518215 0.058331
14.010000 0.518479 0.058294
14.020000 0.518743 0.058258
14.030000 0.519008 0.058256
14.040000 0.519273 0.058303
14.050000 0.519537 0.058350
14.060000 0.519802 0.058396
14.070000 0.520067 0.058442
14.080000 0.520332 0.058412
14.090000 0.520597 0.058371
14.100000 0.520863 0.058331
14.110000 0.521128 0.058293
14.120000 0.521394 0.058255
14.130000 0.521659 0.058218
14.140000 0.521925 0.058182
14.150000 0.522191 0.058208
14.160000 0.522457 0.058242
14.170000 0.522723 0.058275
14.180000 0.522989 0.058307
14.190000 0.523255 0.058320
14.200000 0.523521 0.058282
14.210000 0.523788 0.058243
14.220000 0.524055 0.058206
14.230000 0.524321 0.058169
14.240000 0.524588 0.058145
14.250000 0.524855 0.058113
14.260000 0.525122 0.058104
14.270000 0.525389 0.058130
14.280000 0.525657 0.058153
14.290000 0.525924 0.058152
14.300000 0.526192 0.058137
14.310000 0.526459 0.058149
14.320000 0.526727 0.058167
14.330000 0.526995 0.058183
14.340000 0.527263 0.058184
14.350000 0.527531 0.058148
14.360000 0.527799 0.058114
14.370000 0.528068 0.058092
14.380000 0.528336 0.058079
14.390000 0.528605 0.058061
14.400000 0.528873 0.058061
14.410000 0.529142 0.058070
14.420000 0.529411 0.058071
14.430000 0.529680 0.058069
14.440000 0.529949 0.058066
14.450000 0.530219 0.058066
14.460000 0.530488 0.058062
14.470000 0.530758 0.058052
14.480000 0.531027 0.058024
14.490000 0.531297 0.058003
14.500000 0.531567 0.057984
14.510000 0.531837 0.057976
14.520000 0.532107 0.057956
14.530000 0.532378 0.057945
14.540000 0.532648 0.057930
14.550000 0.532919 0.057911
14.560000 0.533189 0.057892
14.570000 0.533460 0.057870
14.580000 0.533731 0.057851
14.590000 0.534002 0.057830
14.600000 0.534273 0.057808
14.610000 0.534545 0.057781
14.620000 0.534816 0.057758
14.630000 0.535088 0.057742
14.640000 0.535360 0.057719
14.650000 0.535631 0.057688
14.660000 0.535903 0.057656
14.670000 0.536175 0.057627
14.680000 0.536448 0.057620
14.690000 0.536720 0.057612
14.700000 0.536993 0.057600
14.710000 0.537265 0.057569
14.720000 0.537538 0.057537
14.730000 0.537811 0.057528
14.740000 0.538084 0.057502
14.750000 0.538357 0.057469
14.760000 0.538630 0.057432
14.770000 0.538904 0.057393
14.780000 0.539177 0.057384
14.790000 0.539451 0.057376
14.800000 0.539725 0.057354
14.810000 0.539999 0.057321
14.820000 0.540273 0.057313
14.830000 0.540547 0.057305
14.840000 0.540822 0.057297
14.850000 0.541096 0.057259
14.860000 0.541371 0.057217
14.870000 0.541646 0.057173
14.880000 0.541921 0.057128
14.890000 0.542196 0.057081
14.900000 0.542471 0.057033
14.910000 0.542747 0.057026
14.920000 0.543022 0.056998
14.930000 0.543298 0.056991
14.940000 0.543574 0.056961
14.950000 0.543850 0.056938
14.960000 0.544126 0.056923
14.970000 0.544402 0.056871
14.980000 0.544678 0.056818
14.990000 0.544955 0.056765
15.000000 0.545232 0.056711
15.010000 0.545508 0.056657
15.020000 0.545785 0.056604
15.030000 0.546062 0.056551
15.040000 0.546340 0.056539
15.050000 0.546617 0.056527
15.060000 0.546895 0.056504
15.070000 0.547172 0.056458
15.080000 0.547450 0.056429
15.090000 0.547728 0.056414
15.100000 0.548006 0.056402
15.110000 0.548285 0.056389
15.120000 0.548563 0.056367
15.130000 0.548842 0.056307
15.140000 0.549120 0.056248
15.150000 0.549399 0.056209
15.160000 0.549678 0.056151
15.170000 0.549958 0.056094
15.180000 0.550237 0.056038
15.190000 0.550516 0.055996
15.200000 0.550796 0.055975
15.210000 0.551076 0.055952
15.220000 0.551356 0.055932
15.230000 0.551636 0.055912
15.240000 0.551916 0.055892
15.250000 0.552197 0.055873
15.260000 0.552477 0.055848
15.270000 0.552758 0.055782
15.280000 0.553039 0.055719
15.290000 0.553320 0.055694
15.300000 0.553601 0.055633
15.310000 0.553882 0.055573
15.320000 0.554164 0.055541
15.330000 0.554446 0.055514
15.340000 0.554727 0.055487
15.350000 0.555009 0.055459
15.360000 0.555291 0.055432
15.370000 0.555574 0.055405
15.380000 0.555856 0.055377
15.390000 0.556139 0.055310
15.400000 0.556422 0.055277
15.410000 0.556705 0.055246
15.420000 0.556988 0.055214
15.430000 0.557271 0.055180
15.440000 0.557554 0.055145
15.450000 0.557838 0.055068
15.460000 0.558122 0.054991
15.470000 0.558406 0.054917
15.480000 0.558690 0.054861
15.490000 0.558974 0.054815
15.500000 0.559258 0.054745
15.510000 0.559543 0.054696
15.520000 0.559828 0.054629
15.530000 0.560113 0.054567
15.540000 0.560398 0.054508
15.550000 0.560683 0.054453
15.560000 0.560968 0.054396
15.570000 0.561254 0.054337
15.580000 0.561540 0.054283
15.590000 0.561825 0.054233
15.600000 0.562112 0.054181
15.610000 0.562398 0.054134
15.620000 0.562684 0.054096
15.630000 0.562971 0.054044
15.640000 0.563258 0.054004
15.650000 0.563544 0.053976
15.660000 0.563832 0.053951
15.670000 0.564119 0.053886
15.680000 0.564406 0.053850
15.690000 0.564694 0.053833
15.700000 0.564982 0.053817
15.710000 0.565270 0.053803
15.720000 0.565558 0.053799
15.730000 0.565846 0.053800
15.740000 0.566134 0.053783
15.750000 0.566423 0.053767
15.760000 0.566712 0.053706
15.770000 0.567001 0.053717
15.780000 0.567290 0.053732
15.790000 0.567579 0.053671
15.800000 0.567869 0.053612
15.810000 0.568159 0.053579
15.820000 0.568448 0.053510
15.830000 0.568738 0.053464
15.840000 0.569029 0.053490
15.850000 0.569319 0.053459
15.860000 0.569610 0.053416
15.870000 0.569900 0.053331
15.880000 0.570191 0.053243
15.890000 0.570482 0.053233
15.900000 0.570774 0.053241
15.910000 0.571065 0.053211
15.920000 0.571357 0.053121
15.930000 0.571649 0.053029
15.940000 0.571941 0.052938
15.950000 0.572233 0.052985
15.960000 0.572525 0.052927
15.970000 0.572818 0.052831
15.980000 0.573111 0.052734
15.990000 0.573404 0.052745
16.000000 0.573697 0.052742
16.010000 0.573990 0.052684
16.020000 0.574283 0.052583
16.030000 0.574577 0.052538
16.040000 0.574871 0.052436
16.050000 0.575165 0.052426
16.060000 0.575459 0.052321
16.070000 0.575754 0.052302
16.080000 0.576048 0.052380
16.090000 0.576343 0.052462
16.100000 0.576638 0.052502
16.110000 0.576933 0.052402
16.120000 0.577228 0.052300
16.130000 0.577524 0.052197
16.140000 0.577820 0.052157
16.150000 0.578116 0.052254
16.160000 0.578412 0.052354
16.170000 0.578708 0.052457
16.180000 0.579004 0.052526
16.190000 0.579301 0.052570
16.200000 0.579598 0.052680
16.210000 0.579895 0.052606
16.220000 0.580192 0.052720
16.230000 0.580490 0.052836
16.240000 0.580787 0.052952
16.250000 0.581085 0.053068
16.260000 0.581383 0.052989
16.270000 0.581681 0.052909
16.280000 0.581980 0.052828
16.290000 0.582278 0.052747
16.300000 0.582577 0.052665
16.310000 0.582876 0.052582
16.320000 0.583175 0.052500
16.330000 0.583474 0.052601
16.340000 0.583774 0.052742
16.350000 0.584074 0.052882
16.360000 0.584374 0.052960
16.370000 0.584674 0.052975
16.380000 0.584974 0.053117
16.390000 0.585275 0.053155
16.400000 0.585575 0.053282
16.410000 0.585876 0.053262
16.420000 0.586178 0.053203
16.430000 0.586479 0.053212
16.440000 0.586780 0.053260
16.450000 0.587082 0.053204
16.460000 0.587384 0.053149
16.470000 0.587686 0.053289
16.480000 0.587988 0.053258
16.490000 0.588291 0.053331
16.500000 0.588594 0.053476
16.510000 0.588897 0.053629
16.520000 0.589200 0.053616
16.530000 0.589503 0.053661
16.540000 0.589807 0.053721
16.550000 0.590110 0.053876
16.560000 0.590414 0.053987
16.570000 0.590718 0.054081
16.580000 0.591023 0.054058
16.590000 0.591327 0.054077
16.600000 0.591632 0.054228
16.610000 0.591937 0.054374
16.620000 0.592242 0.054444
16.630000 0.592548 0.054441
16.640000 0.592853 0.054434
16.650000 0.593159 0.054429
16.660000 0.593465 0.054443
16.670000 0.593771 0.054595
16.680000 0.594078 0.054650
16.690000 0.594384 0.054741
16.700000 0.594691 0.054883
16.710000 0.594998 0.055006
16.720000 0.595305 0.055021
16.730000 0.595613 0.055040
16.740000 0.595920 0.055061
16.750000 0.596228 0.055193
16.760000 0.596536 0.055319
16.770000 0.596845 0.055392
16.780000 0.597153 0.055462
16.790000 0.597462 0.055498
16.800000 0.597771 0.055542
16.810000 0.598080 0.055666
16.820000 0.598389 0.055782
16.830000 0.598699 0.055891
16.840000 0.599008 0.055993
16.850000 0.599318 0.056089
16.860000 0.599628 0.056155
16.870000 0.599939 0.056208
16.880000 0.600249 0.056273
16.890000 0.600560 0.056336
16.900000 0.600871 0.056400
16.910000 0.601183 0.056468
16.920000 0.601494 0.056553
16.930000 0.601806 0.056631
16.940000 0.602117 0.056704
16.950000 0.602430 0.056779
16.960000 0.602742 0.056859
16.970000 0.603054 0.056928
16.980000 0.603367 0.057001
16.990000 0.603680 0.057073
17.000000 0.603993 0.057162
17.010000 0.604307 0.057249
17.020000 0.604620 0.057298
17.030000 0.604934 0.057363
17.040000 0.605248 0.057429
17.050000 0.605562 0.057505
17.060000 0.605877 0.057585
17.070000 0.606192 0.057689
17.080000 0.606506 0.057774
17.090000 0.606822 0.057800
17.100000 0.607137 0.057818
17.110000 0.607452 0.057838
17.120000 0.607768 0.057894
17.130000 0.608084 0.057965
17.140000 0.608400 0.058069
17.150000 0.608717 0.058145
17.160000 0.609034 0.058212
17.170000 0.609350 0.058286
17.180000 0.609668 0.058332
17.190000 0.609985 0.058320
17.200000 0.610302 0.058340
17.210000 0.610620 0.058444
17.220000 0.610938 0.058426
17.230000 0.611256 0.058408
17.240000 0.611575 0.058471
17.250000 0.611893 0.058571
17.260000 0.612212 0.058656
17.270000 0.612531 0.058763
17.280000 0.612851 0.058875
17.290000 0.613170 0.058991
17.300000 0.613490 0.058958
17.310000 0.613810 0.058913
17.320000 0.614130 0.059012
17.330000 0.614451 0.058983
17.340000 0.614771 0.059088
17.350000 0.615092 0.059196
17.360000 0.615413 0.059309
17.370000 0.615735 0.059424
17.380000 0.616056 0.059543
17.390000 0.616378 0.059666
17.400000 0.616700 0.059792
17.410000 0.617022 0.059920
17.420000 0.617345 0.060052
17.430000 0.617667 0.060187
17.440000 0.617990 0.060323
17.450000 0.618313 0.060462
17.460000 0.618637 0.060382
17.470000 0.618960 0.060313
17.480000 0.619284 0.060437
17.490000 0.619608 0.060525
17.500000 0.619932 0.060586
17.510000 0.620257 0.060652
17.520000 0.620582 0.060755
